Mod:Item:MetaData, Localized Name
conarm:leggings_core:0, Eezo Leggings Core
conarm:leggings_core:0, Basalt Leggings Core
conarm:leggings_core:0, Triberium Leggings Core
conarm:leggings_core:0, Fractum Leggings Core
conarm:leggings_core:0, Violium Leggings Core
conarm:leggings_core:0, Proxii Leggings Core
conarm:leggings_core:0, Tritonite Leggings Core
conarm:leggings_core:0, Ignitz Leggings Core
conarm:leggings_core:0, Imperomite Leggings Core
conarm:leggings_core:0, Solarium Leggings Core
conarm:leggings_core:0, Nihilite Leggings Core
conarm:leggings_core:0, Adamant Leggings Core
conarm:leggings_core:0, Dyonite Leggings Core
conarm:leggings_core:0, Nucleum Leggings Core
conarm:leggings_core:0, Lumix Leggings Core
conarm:leggings_core:0, Seismum Leggings Core
conarm:leggings_core:0, Astrium Leggings Core
conarm:leggings_core:0, Niob Leggings Core
conarm:leggings_core:0, Yrdeen Leggings Core
conarm:leggings_core:0, Meteorite Leggings Core
conarm:leggings_core:0, Obsidiorite Leggings Core
conarm:leggings_core:0, Alumite Leggings Core
conarm:leggings_core:0, Sapphire Leggings Core
conarm:leggings_core:0, Ruby Leggings Core
conarm:leggings_core:0, Peridot Leggings Core
conarm:leggings_core:0, Malachite Leggings Core
conarm:leggings_core:0, Topaz Leggings Core
conarm:leggings_core:0, Tanzanite Leggings Core
conarm:leggings_core:0, Amethyst Leggings Core
conarm:leggings_core:0, Osgloglas Leggings Core
conarm:leggings_core:0, Osmiridium Leggings Core
conarm:leggings_core:0, Skyroot Leggings Core
conarm:leggings_core:0, Holystone Leggings Core
conarm:leggings_core:0, Zanite Leggings Core
conarm:leggings_core:0, Gravitite Leggings Core
conarm:leggings_core:0, Golden Amber Leggings Core
conarm:leggings_core:0, Valkyrie Leggings Core
conarm:leggings_core:0, Swet Leggings Core
conarm:leggings_core:0, Candy Cane Leggings Core
conarm:leggings_core:0, Cold Aercloud Leggings Core
conarm:leggings_core:0, Blue Aercloud Leggings Core
conarm:leggings_core:0, Golden Aercloud Leggings Core
conarm:leggings_core:0, Icestone Leggings Core
conarm:leggings_core:0, Mirion Leggings Core
conarm:leggings_core:0, Emerald Leggings Core
conarm:boots_core:0, Electrical Boots Core
conarm:boots_core:0, Energetic Boots Core
conarm:boots_core:0, Vibrant Boots Core
conarm:boots_core:0, Red Boots Core
conarm:boots_core:0, Conductive Boots Core
conarm:boots_core:0, Pulsating Boots Core
conarm:boots_core:0, Dark Boots Core
conarm:boots_core:0, Souled Boots Core
conarm:boots_core:0, Boots Core of the End
conarm:boots_core:0, Fake-Iron Boots Core
conarm:boots_core:0, TofuMetal Boots Core
conarm:boots_core:0, TofuDiamond Boots Core
conarm:boots_core:0, Naga Scale Boots Core
conarm:boots_core:0, Steeleaf Boots Core
conarm:boots_core:0, Fiery Boots Core
conarm:boots_core:0, Knightly Boots Core
conarm:boots_core:0, Wooden Boots Core
conarm:boots_core:0, Stone Boots Core
conarm:boots_core:0, Flint Boots Core
conarm:boots_core:0, Cactus Boots Core
conarm:boots_core:0, Bone Boots Core
conarm:boots_core:0, Obsidian Boots Core
conarm:boots_core:0, Prismarine Boots Core
conarm:boots_core:0, End Boots Core
conarm:boots_core:0, Paper Boots Core
conarm:boots_core:0, Sponge Boots Core
conarm:boots_core:0, Firewood Boots Core
conarm:boots_core:0, Iron Boots Core
conarm:boots_core:0, Pig Iron Boots Core
conarm:boots_core:0, Knightslime Boots Core
conarm:boots_core:0, Slime Boots Core
conarm:boots_core:0, Slime Boots Core
conarm:boots_core:0, Magma Slime Boots Core
conarm:boots_core:0, Netherrack Boots Core
conarm:boots_core:0, Cobalt Boots Core
conarm:boots_core:0, Ardite Boots Core
conarm:boots_core:0, Manyullyn Boots Core
conarm:boots_core:0, Copper Boots Core
conarm:boots_core:0, Bronze Boots Core
conarm:boots_core:0, Lead Boots Core
conarm:boots_core:0, Silver Boots Core
conarm:boots_core:0, Electrum Boots Core
conarm:boots_core:0, Steel Boots Core
conarm:boots_core:0, Abyssalnite Boots Core
conarm:boots_core:0, Refined Coralium Boots Core
conarm:boots_core:0, Dreadium Boots Core
conarm:boots_core:0, Cheese Boots Core
conarm:boots_core:0, Insanium Boots Core
conarm:boots_core:0, Coalescence Matrix Boots Core
conarm:boots_core:0, Knowledge Boots Core
conarm:boots_core:0, Infernium Boots Core
conarm:boots_core:0, Titanium Boots Core
conarm:boots_core:0, Cryonium Boots Core
conarm:boots_core:0, Alubrass Boots Core
conarm:boots_core:0, Diamond Boots Core
conarm:boots_core:0, Gold Boots Core
conarm:boots_core:0, Coal Boots Core
conarm:boots_core:0, Ethaxium Boots Core
conarm:boots_core:0, Scarlite Boots Core
conarm:boots_core:0, Hephaestite Boots Core
conarm:boots_core:0, Mithrillium Boots Core
conarm:boots_core:0, Adaminite Boots Core
conarm:boots_core:0, Mithminite Boots Core
conarm:boots_core:0, Ravaging Boots Core
conarm:boots_core:0, Remorseful Gem Boots Core
conarm:boots_core:0, Gaia Boots Core
conarm:boots_core:0, Cytosinite Boots Core
conarm:boots_core:0, Terra Alloy Boots Core
conarm:boots_core:0, Stellar Alloy Boots Core
conarm:boots_core:0, Cosmilite Boots Core
conarm:boots_core:0, Astral Metal Boots Core
conarm:boots_core:0, Orichalcos Boots Core
conarm:boots_core:0, Yellorium Boots Core
conarm:boots_core:0, Chocolate Boots Core
conarm:boots_core:0, Cincinnasite Boots Core
conarm:boots_core:0, Rime Boots Core
conarm:boots_core:0, Ender Biotite Boots Core
conarm:boots_core:0, Tofu Gem Boots Core
conarm:boots_core:0, High-Powered Tofu Gem Boots Core
conarm:boots_core:0, Sakura Diamond Boots Core
conarm:boots_core:0, Mud Boots Core
conarm:boots_core:0, Dimensional Shard Boots Core
conarm:boots_core:0, Heart Crystal Boots Core
conarm:boots_core:0, Bedrock Boots Core
conarm:boots_core:0, Aeroite Boots Core
conarm:boots_core:0, Asgardium Boots Core
conarm:boots_core:0, Shadowium Boots Core
conarm:boots_core:0, Netherite Boots Core
conarm:boots_core:0, Seared Boots Core
conarm:boots_core:0, Scorched Boots Core
conarm:boots_core:0, Modularium Boots Core
conarm:boots_core:0, Mereor Boots Core
conarm:boots_core:0, Chromium Boots Core
conarm:boots_core:0, Stainless Steel Boots Core
conarm:boots_core:0, Protonium Boots Core
conarm:boots_core:0, Electronium Boots Core
conarm:boots_core:0, Crimsonite Boots Core
conarm:boots_core:0, Aqualite Boots Core
conarm:boots_core:0, Manganese Boots Core
conarm:boots_core:0, Manganese Steel Boots Core
conarm:boots_core:0, Mithril Boots Core
conarm:boots_core:0, Durasteel Boots Core
conarm:boots_core:0, Aeonsteel Boots Core
conarm:boots_core:0, Chromasteel Boots Core
conarm:boots_core:0, Spectre Boots Core
conarm:boots_core:0, Terrestrial Gem Boots Core
conarm:boots_core:0, Alpha Fur Boots Core
conarm:boots_core:0, Perfect Boots Core
conarm:boots_core:0, Pumpkin Boots Core
conarm:boots_core:0, Poop Boots Core
conarm:boots_core:0, Shadowium Boots Core
conarm:boots_core:0, Orichalcos Boots Core
conarm:boots_core:0, Blood Infused Wooden Boots Core
conarm:boots_core:0, Blood Infused Iron Boots Core
conarm:boots_core:0, Umbrium Boots Core
conarm:boots_core:0, Magical Wooden Boots Core
conarm:boots_core:0, Evil Infused Boots Core
conarm:boots_core:0, Enchanted Boots Core
conarm:boots_core:0, Demonic Boots Core
conarm:boots_core:0, Black Quartz Boots Core
conarm:boots_core:0, Restonia Crystal Boots Core
conarm:boots_core:0, Palis Crystal Boots Core
conarm:boots_core:0, Diamatine Crystal Boots Core
conarm:boots_core:0, Void Crystal Boots Core
conarm:boots_core:0, Emeradic Crystal Boots Core
conarm:boots_core:0, Enori Crystal Boots Core
conarm:boots_core:0, Sunnarium Boots Core
conarm:boots_core:0, Sky Stone Boots Core
conarm:boots_core:0, Certus Quartz Boots Core
conarm:boots_core:0, Fluix Boots Core
conarm:boots_core:0, Fluix Steel Boots Core
conarm:boots_core:0, Aquamarine Boots Core
conarm:boots_core:0, Starmetal Boots Core
conarm:boots_core:0, Crystal Matrix Boots Core
conarm:boots_core:0, Neutronium Boots Core
conarm:boots_core:0, Infinity Boots Core
conarm:boots_core:0, Bound Boots Core
conarm:boots_core:0, Sentient Boots Core
conarm:boots_core:0, Livingrock Boots Core
conarm:boots_core:0, Livingwood Boots Core
conarm:boots_core:0, Dreamwood Boots Core
conarm:boots_core:0, Manasteel Boots Core
conarm:boots_core:0, Terrasteel Boots Core
conarm:boots_core:0, Elementium Boots Core
conarm:boots_core:0, Draconium Boots Core
conarm:boots_core:0, Wyvern Boots Core
conarm:boots_core:0, Draconic Boots Core
conarm:boots_core:0, Chaotic Boots Core
conarm:boots_core:0, Litherite Boots Core
conarm:boots_core:0, Erodium Boots Core
conarm:boots_core:0, Kyronite Boots Core
conarm:boots_core:0, Pladium Boots Core
conarm:boots_core:0, Ionite Boots Core
conarm:boots_core:0, Aethium Boots Core
conarm:boots_core:0, Lonsdaleite Boots Core
conarm:boots_core:0, Mica Boots Core
conarm:boots_core:0, Apatite Boots Core
conarm:boots_core:0, Essence-Infused Boots Core
conarm:boots_core:0, Meaty Boots Core
conarm:boots_core:0, Slime Boots Core
conarm:boots_core:0, Pink Metal Boots Core
conarm:boots_core:0, Rubber Boots Core
conarm:boots_core:0, Advanced Alloy Boots Core
conarm:boots_core:0, Energium Boots Core
conarm:boots_core:0, Carbon Fiber Boots Core
conarm:boots_core:0, Iridium Boots Core
conarm:boots_core:0, UU-Metal Boots Core
conarm:boots_core:0, Osmium Boots Core
conarm:boots_core:0, Refined Obsidian Boots Core
conarm:boots_core:0, Refined Glowstone Boots Core
conarm:boots_core:0, HDPE Boots Core
conarm:boots_core:0, Ghostwood Boots Core
conarm:boots_core:0, Bloodwood Boots Core
conarm:boots_core:0, Darkwood Boots Core
conarm:boots_core:0, Fusewood Boots Core
conarm:boots_core:0, Dark Matter Boots Core
conarm:boots_core:0, Red Matter Boots Core
conarm:boots_core:0, Fluxed Electrum Boots Core
conarm:boots_core:0, Flux Crystal Boots Core
conarm:boots_core:0, Gelid Enderium Boots Core
conarm:boots_core:0, Gelid Gem Boots Core
conarm:boots_core:0, Thaumium Boots Core
conarm:boots_core:0, Void Metal Boots Core
conarm:boots_core:0, Primal Metal Boots Core
conarm:boots_core:0, Amber Boots Core
conarm:boots_core:0, Tin Boots Core
conarm:boots_core:0, Aluminium Boots Core
conarm:boots_core:0, Nickel Boots Core
conarm:boots_core:0, Platinum Boots Core
conarm:boots_core:0, Invar Boots Core
conarm:boots_core:0, Constantan Boots Core
conarm:boots_core:0, Signalum Boots Core
conarm:boots_core:0, Lumium Boots Core
conarm:boots_core:0, Enderium Boots Core
conarm:boots_core:0, Prosperity Shard Boots Core
conarm:boots_core:0, Soulium Boots Core
conarm:boots_core:0, Base Essence Boots Core
conarm:boots_core:0, Inferium Boots Core
conarm:boots_core:0, Prudentium Boots Core
conarm:boots_core:0, Intermedium Boots Core
conarm:boots_core:0, Superium Boots Core
conarm:boots_core:0, Supremium Boots Core
conarm:boots_core:0, Tiberium Boots Core
conarm:boots_core:0, Aurorium Boots Core
conarm:boots_core:0, Prometheum Boots Core
conarm:boots_core:0, Duranite Boots Core
conarm:boots_core:0, Valyrium Boots Core
conarm:boots_core:0, Vibranium Boots Core
conarm:boots_core:0, Terrax Boots Core
conarm:boots_core:0, Palladium Boots Core
conarm:boots_core:0, Uru Boots Core
conarm:boots_core:0, Eezo Boots Core
conarm:boots_core:0, Basalt Boots Core
conarm:boots_core:0, Triberium Boots Core
conarm:boots_core:0, Fractum Boots Core
conarm:boots_core:0, Violium Boots Core
conarm:boots_core:0, Proxii Boots Core
conarm:boots_core:0, Tritonite Boots Core
conarm:boots_core:0, Ignitz Boots Core
conarm:boots_core:0, Imperomite Boots Core
conarm:boots_core:0, Solarium Boots Core
conarm:boots_core:0, Nihilite Boots Core
conarm:boots_core:0, Adamant Boots Core
conarm:boots_core:0, Dyonite Boots Core
conarm:boots_core:0, Nucleum Boots Core
conarm:boots_core:0, Lumix Boots Core
conarm:boots_core:0, Seismum Boots Core
conarm:boots_core:0, Astrium Boots Core
conarm:boots_core:0, Niob Boots Core
conarm:boots_core:0, Yrdeen Boots Core
conarm:boots_core:0, Meteorite Boots Core
conarm:boots_core:0, Obsidiorite Boots Core
conarm:boots_core:0, Alumite Boots Core
conarm:boots_core:0, Sapphire Boots Core
conarm:boots_core:0, Ruby Boots Core
conarm:boots_core:0, Peridot Boots Core
conarm:boots_core:0, Malachite Boots Core
conarm:boots_core:0, Topaz Boots Core
conarm:boots_core:0, Tanzanite Boots Core
conarm:boots_core:0, Amethyst Boots Core
conarm:boots_core:0, Osgloglas Boots Core
conarm:boots_core:0, Osmiridium Boots Core
conarm:boots_core:0, Skyroot Boots Core
conarm:boots_core:0, Holystone Boots Core
conarm:boots_core:0, Zanite Boots Core
conarm:boots_core:0, Gravitite Boots Core
conarm:boots_core:0, Golden Amber Boots Core
conarm:boots_core:0, Valkyrie Boots Core
conarm:boots_core:0, Swet Boots Core
conarm:boots_core:0, Candy Cane Boots Core
conarm:boots_core:0, Cold Aercloud Boots Core
conarm:boots_core:0, Blue Aercloud Boots Core
conarm:boots_core:0, Golden Aercloud Boots Core
conarm:boots_core:0, Icestone Boots Core
conarm:boots_core:0, Mirion Boots Core
conarm:boots_core:0, Emerald Boots Core
conarm:helmet, Helmet
conarm:chestplate, Chestplate
conarm:leggings, Leggings
conarm:boots, Boots
conarm:book, Materials and You - Armory Addendum
conarm:invisible_ink, Invisible Ink
conarm:resist_mat, Resistance
conarm:resist_mat_fire, Fire Resistance
conarm:resist_mat_proj, Projectile Resistance
conarm:resist_mat_blast, Blast Resistance
conarm:gauntlet_mat, Gauntlet (Base)
conarm:gauntlet_mat_speed, Gauntlet of Dexterity
conarm:gauntlet_mat_attack, Gauntlet of Power
conarm:gauntlet_mat_reach, Gauntlet of Far Reach
conarm:frosty_soles, Frosty Soles
conarm:travel_belt_base, Traveller's Belt (Base)
conarm:travel_belt, Traveller's Belt (Storage)
conarm:travel_potion, Traveller's Belt (Alchemy)
conarm:travel_sack, Traveller's Knapsack
conarm:travel_goggles_base, Traveller's Goggles (Base)
conarm:travel_goggles, Traveller's Goggles (Zoom)
conarm:travel_night, Traveller's Goggles (Night Vision)
conarm:travel_cloak, Traveller's Cloak (Base)
conarm:travel_sneak, Traveller's Cloak (Invisibility)
conarm:travel_slowfall, Traveller's Cloak (Slow Fall)
conarm:travel_soul, Traveller's Goggles (Soul Sight)
conarm:polishing_kit:0, Electrical Polishing Kit
conarm:polishing_kit:0, Energetic Polishing Kit
conarm:polishing_kit:0, Vibrant Polishing Kit
conarm:polishing_kit:0, Red Polishing Kit
conarm:polishing_kit:0, Conductive Polishing Kit
conarm:polishing_kit:0, Pulsating Polishing Kit
conarm:polishing_kit:0, Dark Polishing Kit
conarm:polishing_kit:0, Souled Polishing Kit
conarm:polishing_kit:0, Polishing Kit of the End
conarm:polishing_kit:0, Fake-Iron Polishing Kit
conarm:polishing_kit:0, TofuMetal Polishing Kit
conarm:polishing_kit:0, TofuDiamond Polishing Kit
conarm:polishing_kit:0, Naga Scale Polishing Kit
conarm:polishing_kit:0, Steeleaf Polishing Kit
conarm:polishing_kit:0, Fiery Polishing Kit
conarm:polishing_kit:0, Knightly Polishing Kit
conarm:polishing_kit:0, Wooden Polishing Kit
conarm:polishing_kit:0, Stone Polishing Kit
conarm:polishing_kit:0, Flint Polishing Kit
conarm:polishing_kit:0, Cactus Polishing Kit
conarm:polishing_kit:0, Bone Polishing Kit
conarm:polishing_kit:0, Obsidian Polishing Kit
conarm:polishing_kit:0, Prismarine Polishing Kit
conarm:polishing_kit:0, End Polishing Kit
conarm:polishing_kit:0, Paper Polishing Kit
conarm:polishing_kit:0, Sponge Polishing Kit
conarm:polishing_kit:0, Firewood Polishing Kit
conarm:polishing_kit:0, Iron Polishing Kit
conarm:polishing_kit:0, Pig Iron Polishing Kit
conarm:polishing_kit:0, Knightslime Polishing Kit
conarm:polishing_kit:0, Slime Polishing Kit
conarm:polishing_kit:0, Slime Polishing Kit
conarm:polishing_kit:0, Magma Slime Polishing Kit
conarm:polishing_kit:0, Netherrack Polishing Kit
conarm:polishing_kit:0, Cobalt Polishing Kit
conarm:polishing_kit:0, Ardite Polishing Kit
conarm:polishing_kit:0, Manyullyn Polishing Kit
conarm:polishing_kit:0, Copper Polishing Kit
conarm:polishing_kit:0, Bronze Polishing Kit
conarm:polishing_kit:0, Lead Polishing Kit
conarm:polishing_kit:0, Silver Polishing Kit
conarm:polishing_kit:0, Electrum Polishing Kit
conarm:polishing_kit:0, Steel Polishing Kit
conarm:polishing_kit:0, Abyssalnite Polishing Kit
conarm:polishing_kit:0, Refined Coralium Polishing Kit
conarm:polishing_kit:0, Dreadium Polishing Kit
conarm:polishing_kit:0, Cheese Polishing Kit
conarm:polishing_kit:0, Insanium Polishing Kit
conarm:polishing_kit:0, Coalescence Matrix Polishing Kit
conarm:polishing_kit:0, Knowledge Polishing Kit
conarm:polishing_kit:0, Infernium Polishing Kit
conarm:polishing_kit:0, Titanium Polishing Kit
conarm:polishing_kit:0, Cryonium Polishing Kit
conarm:polishing_kit:0, Alubrass Polishing Kit
conarm:polishing_kit:0, Diamond Polishing Kit
conarm:polishing_kit:0, Gold Polishing Kit
conarm:polishing_kit:0, Coal Polishing Kit
conarm:polishing_kit:0, Ethaxium Polishing Kit
conarm:polishing_kit:0, Scarlite Polishing Kit
conarm:polishing_kit:0, Hephaestite Polishing Kit
conarm:polishing_kit:0, Mithrillium Polishing Kit
conarm:polishing_kit:0, Adaminite Polishing Kit
conarm:polishing_kit:0, Mithminite Polishing Kit
conarm:polishing_kit:0, Ravaging Polishing Kit
conarm:polishing_kit:0, Remorseful Gem Polishing Kit
conarm:polishing_kit:0, Gaia Polishing Kit
conarm:polishing_kit:0, Cytosinite Polishing Kit
conarm:polishing_kit:0, Terra Alloy Polishing Kit
conarm:polishing_kit:0, Stellar Alloy Polishing Kit
conarm:polishing_kit:0, Cosmilite Polishing Kit
conarm:polishing_kit:0, Astral Metal Polishing Kit
conarm:polishing_kit:0, Orichalcos Polishing Kit
conarm:polishing_kit:0, Yellorium Polishing Kit
conarm:polishing_kit:0, Chocolate Polishing Kit
conarm:polishing_kit:0, Cincinnasite Polishing Kit
conarm:polishing_kit:0, Rime Polishing Kit
conarm:polishing_kit:0, Ender Biotite Polishing Kit
conarm:polishing_kit:0, Tofu Gem Polishing Kit
conarm:polishing_kit:0, High-Powered Tofu Gem Polishing Kit
conarm:polishing_kit:0, Sakura Diamond Polishing Kit
conarm:polishing_kit:0, Mud Polishing Kit
conarm:polishing_kit:0, Dimensional Shard Polishing Kit
conarm:polishing_kit:0, Heart Crystal Polishing Kit
